S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
10073,16/05/2020,Manipur,3,1,2,0
10074,17/05/2020,Manipur,7,5,2,0
10075,18/05/2020,Manipur,7,5,2,0
10076,19/05/2020,Manipur,7,5,2,0
10077,20/05/2020,Manipur,9,7,2,0
10078,21/05/2020,Manipur,25,23,2,0
10079,22/05/2020,Manipur,25,23,2,0
10080,23/05/2020,Manipur,26,24,2,0
10081,24/05/2020,Manipur,29,25,4,0
10082,25/05/2020,Manipur,32,28,4,0
10083,26/05/2020,Manipur,39,35,4,0
10084,27/05/2020,Manipur,39,35,4,0
10085,28/05/2020,Manipur,44,40,4,0
10086,29/05/2020,Manipur,55,50,5,0
10087,30/05/2020,Manipur,59,51,8,0
10088,31/05/2020,Manipur,62,54,8,0
10089,01/06/2020,Manipur,71,60,11,0
10090,02/06/2020,Manipur,83,72,11,0
10091,03/06/2020,Manipur,89,75,14,0
10092,04/06/2020,Manipur,118,80,38,0
10093,05/06/2020,Manipur,124,86,38,0
10094,06/06/2020,Manipur,132,91,41,0
10095,07/06/2020,Manipur,157,105,52,0
10096,08/06/2020,Manipur,172,120,52,0
10097,09/06/2020,Manipur,272,214,58,0
10098,10/06/2020,Manipur,304,243,61,0
10099,11/06/2020,Manipur,311,248,63,0
10100,12/06/2020,Manipur,366,293,73,0
10101,13/06/2020,Manipur,385,308,77,0
10102,14/06/2020,Manipur,449,358,91,0
10103,15/06/2020,Manipur,458,367,91,0
10104,16/06/2020,Manipur,490,339,151,0
10105,17/06/2020,Manipur,500,341,159,0
10106,18/06/2020,Manipur,552,360,192,0
10107,19/06/2020,Manipur,606,407,199,0
10108,20/06/2020,Manipur,681,463,218,0
10109,21/06/2020,Manipur,777,545,232,0
10110,22/06/2020,Manipur,841,591,250,0
10111,23/06/2020,Manipur,898,648,250,0
10112,24/06/2020,Manipur,921,663,258,0
10113,25/06/2020,Manipur,970,642,328,0
10114,26/06/2020,Manipur,1056,702,354,0
10115,27/06/2020,Manipur,1075,682,393,0
10116,28/06/2020,Manipur,1092,660,432,0
10117,29/06/2020,Manipur,1185,730,455,0
10118,30/06/2020,Manipur,1227,733,494,0
10119,01/07/2020,Manipur,1234,681,553,0
10120,02/07/2020,Manipur,1260,681,579,0
10121,03/07/2020,Manipur,1279,662,617,0
10122,04/07/2020,Manipur,1316,677,639,0
10123,05/07/2020,Manipur,1325,658,667,0
10124,06/07/2020,Manipur,1366,678,688,0
10125,07/07/2020,Manipur,1390,656,734,0
10126,08/07/2020,Manipur,1430,659,771,0
10127,09/07/2020,Manipur,1435,642,793,0
10128,10/07/2020,Manipur,1450,651,799,0
10129,11/07/2020,Manipur,1582,750,832,0
10130,12/07/2020,Manipur,1593,750,843,0
10131,13/07/2020,Manipur,1609,713,896,0
10132,14/07/2020,Manipur,1626,656,970,0
10133,15/07/2020,Manipur,1672,702,970,0
10134,16/07/2020,Manipur,1700,711,989,0
10135,17/07/2020,Manipur,1764,635,1129,0
10136,18/07/2020,Manipur,1800,637,1163,0
10137,19/07/2020,Manipur,1891,709,1182,0
10138,20/07/2020,Manipur,1911,698,1213,0
10139,21/07/2020,Manipur,1925,618,1307,0
10140,22/07/2020,Manipur,2015,615,1400,0
10141,23/07/2020,Manipur,2060,632,1428,0
10142,24/07/2020,Manipur,2115,649,1466,0
10143,25/07/2020,Manipur,2146,655,1491,0
10144,26/07/2020,Manipur,2176,652,1524,0
10145,27/07/2020,Manipur,2235,681,1554,0
10146,28/07/2020,Manipur,2286,690,1596,0
10147,29/07/2020,Manipur,2317,705,1612,0
10148,30/07/2020,Manipur,2458,819,1639,0
10149,31/07/2020,Manipur,2505,829,1672,4
10150,01/08/2020,Manipur,2621,927,1689,5
10151,02/08/2020,Manipur,2756,1051,1699,6
10152,03/08/2020,Manipur,2831,1087,1737,7
10153,04/08/2020,Manipur,2920,1147,1766,7
10154,05/08/2020,Manipur,3018,1197,1814,7
10155,06/08/2020,Manipur,3093,1224,1862,7
10156,07/08/2020,Manipur,3217,1304,1905,8
10157,08/08/2020,Manipur,3466,1530,1926,10
10158,09/08/2020,Manipur,3635,1697,1927,11
10159,10/08/2020,Manipur,3753,1698,2044,11
10160,11/08/2020,Manipur,3853,1720,2122,11
10161,12/08/2020,Manipur,3941,1801,2128,12
10162,13/08/2020,Manipur,3982,1739,2231,12
10163,14/08/2020,Manipur,4112,1804,2295,13
10164,15/08/2020,Manipur,4198,1825,2360,13
10165,16/08/2020,Manipur,4390,1939,2438,13
10166,17/08/2020,Manipur,4569,1921,2632,16
10167,18/08/2020,Manipur,4687,1936,2734,17
10168,19/08/2020,Manipur,4765,1958,2789,18
10169,20/08/2020,Manipur,4876,1973,2885,18
10170,21/08/2020,Manipur,4925,1905,3002,18
10171,22/08/2020,Manipur,5049,1768,3261,20
10172,23/08/2020,Manipur,5132,1655,3455,22
10173,24/08/2020,Manipur,5246,1608,3616,22
10174,25/08/2020,Manipur,5362,1626,3714,22
10175,26/08/2020,Manipur,5444,1608,3812,24
10176,27/08/2020,Manipur,5585,1731,3829,25
10177,28/08/2020,Manipur,5725,1743,3957,25
10178,29/08/2020,Manipur,5843,1759,4057,27
10179,30/08/2020,Manipur,5960,1746,4186,28
10180,31/08/2020,Manipur,6112,1845,4239,28
10181,01/09/2020,Manipur,6252,1894,4330,28
10182,02/09/2020,Manipur,6382,1903,4450,29
10183,03/09/2020,Manipur,6507,1871,4607,29
10184,04/09/2020,Manipur,6609,1803,4774,32
10185,05/09/2020,Manipur,6699,1765,4899,35
10186,06/09/2020,Manipur,6883,1872,4975,36
10187,07/09/2020,Manipur,7022,1820,5164,38
10188,08/09/2020,Manipur,7106,1710,5358,38
10189,09/09/2020,Manipur,7202,1683,5480,39
10190,10/09/2020,Manipur,7362,1774,5548,40
10191,11/09/2020,Manipur,7470,1633,5793,44
10192,12/09/2020,Manipur,7579,1533,6002,44
10193,13/09/2020,Manipur,7731,1584,6102,45
10194,14/09/2020,Manipur,7875,1638,6191,46
10195,15/09/2020,Manipur,7971,1585,6340,46
10196,16/09/2020,Manipur,8210,1745,6418,47
10197,17/09/2020,Manipur,8320,1751,6521,48
10198,18/09/2020,Manipur,8430,1841,6538,51
10199,19/09/2020,Manipur,8607,1926,6629,52
10200,20/09/2020,Manipur,8724,1946,6723,55
10201,21/09/2020,Manipur,8894,2070,6767,57
10202,22/09/2020,Manipur,9010,2113,6838,59
10203,23/09/2020,Manipur,9280,2333,6887,60
10204,24/09/2020,Manipur,9376,2206,7108,62
10205,25/09/2020,Manipur,9537,2106,7369,62
10206,26/09/2020,Manipur,9791,2126,7602,63
10207,27/09/2020,Manipur,10051,2306,7681,64
10208,28/09/2020,Manipur,10299,2359,7876,64
10209,29/09/2020,Manipur,10477,2431,7982,64
10210,30/09/2020,Manipur,10746,2642,8039,65
10211,01/10/2020,Manipur,10983,2456,8460,67
10212,02/10/2020,Manipur,11111,2402,8641,68
10213,03/10/2020,Manipur,11397,2336,8992,69
10214,04/10/2020,Manipur,11649,2497,9081,71
10215,05/10/2020,Manipur,11855,2576,9205,74
10216,06/10/2020,Manipur,12105,2696,9334,75
10217,07/10/2020,Manipur,12240,2680,9482,78
10218,08/10/2020,Manipur,12489,2805,9604,80
10219,09/10/2020,Manipur,12679,2877,9719,83
10220,10/10/2020,Manipur,12810,2858,9866,86
10221,11/10/2020,Manipur,13092,2608,10396,88
10222,12/10/2020,Manipur,13326,2731,10504,91
10223,13/10/2020,Manipur,13556,2756,10707,93
10224,14/10/2020,Manipur,13793,2867,10829,97
10225,15/10/2020,Manipur,14094,3076,10915,103
10226,16/10/2020,Manipur,14378,3193,11081,104
10227,17/10/2020,Manipur,14715,3361,11245,109
10228,18/10/2020,Manipur,15141,3587,11443,111
10229,19/10/2020,Manipur,15463,3606,11741,116
10230,20/10/2020,Manipur,15778,3748,11913,117
10231,21/10/2020,Manipur,16062,3882,12059,121
10232,22/10/2020,Manipur,16267,3846,12297,124
10233,23/10/2020,Manipur,16621,4101,12393,127
10234,24/10/2020,Manipur,16777,4083,12562,132
10235,25/10/2020,Manipur,17022,4165,12719,138
10236,26/10/2020,Manipur,17162,4166,12857,139
10237,27/10/2020,Manipur,17424,4223,13057,144
10238,28/10/2020,Manipur,17604,4246,13208,150
10239,29/10/2020,Manipur,17809,4233,13420,156
10240,30/10/2020,Manipur,18051,4308,13583,160
10241,31/10/2020,Manipur,18272,4303,13805,164
10242,01/11/2020,Manipur,18502,3472,14862,168
10243,02/11/2020,Manipur,18750,3514,15065,171
10244,03/11/2020,Manipur,19091,3568,15343,180
10245,04/11/2020,Manipur,19241,3597,15460,184
10246,05/11/2020,Manipur,19503,3698,15618,187
10247,06/11/2020,Manipur,19725,3786,15750,189
10248,07/11/2020,Manipur,19891,3608,16092,191
10249,08/11/2020,Manipur,20131,3223,16714,194
10250,09/11/2020,Manipur,20376,3107,17072,197
10251,10/11/2020,Manipur,20558,3101,17259,198
10252,11/11/2020,Manipur,20777,3043,17534,200
10253,12/11/2020,Manipur,20950,3050,17698,202
10254,13/11/2020,Manipur,21211,3115,17889,207
10255,14/11/2020,Manipur,21425,3068,18144,213
10256,15/11/2020,Manipur,21636,3084,18334,218
10257,16/11/2020,Manipur,21871,3057,18593,221
10258,17/11/2020,Manipur,22049,2993,18832,224
10259,18/11/2020,Manipur,22208,2918,19065,225
10260,19/11/2020,Manipur,22318,2828,19259,231
10261,20/11/2020,Manipur,22548,2886,19431,231
10262,21/11/2020,Manipur,22748,2896,19620,232
10263,22/11/2020,Manipur,23018,2972,19813,233
10264,23/11/2020,Manipur,23400,3146,20018,236
10265,24/11/2020,Manipur,23650,3038,20374,238
10266,25/11/2020,Manipur,23940,3175,20525,240
10267,26/11/2020,Manipur,24133,3248,20640,245
10268,27/11/2020,Manipur,24292,3245,20798,249
10269,28/11/2020,Manipur,24514,3252,21006,256
10270,29/11/2020,Manipur,24749,3283,21203,263
10271,30/11/2020,Manipur,24910,3236,21401,273
10272,01/12/2020,Manipur,25045,3198,21566,281
10273,02/12/2020,Manipur,25243,3236,21718,289
10274,03/12/2020,Manipur,25390,3162,21937,291
10275,04/12/2020,Manipur,25536,3070,22172,294
10276,05/12/2020,Manipur,25691,2951,22445,295
10277,06/12/2020,Manipur,25857,2903,22655,299
10278,07/12/2020,Manipur,26073,2919,22848,306
10279,08/12/2020,Manipur,26225,2919,22997,309
10280,09/12/2020,Manipur,26396,2919,23166,311
10281,10/12/2020,Manipur,26534,2915,23301,318
10282,11/12/2020,Manipur,26685,2970,23397,318
10283,12/12/2020,Manipur,26859,2998,23541,320
10284,13/12/2020,Manipur,27036,3057,23657,322
10285,14/12/2020,Manipur,27155,3074,23759,322
10286,15/12/2020,Manipur,27209,2146,24739,324
10287,17/12/2020,Manipur,27373,1937,25107,329
10288,18/12/2020,Manipur,27454,1872,25250,332
10289,19/12/2020,Manipur,27540,1835,25371,334
10290,20/12/2020,Manipur,27598,1750,25512,336
10291,21/12/2020,Manipur,27646,1663,25646,337
10292,22/12/2020,Manipur,27684,1568,25779,337
10293,23/12/2020,Manipur,27723,1458,25928,337
10294,24/12/2020,Manipur,27827,1459,26030,338
10295,25/12/2020,Manipur,27876,1362,26173,341
10296,26/12/2020,Manipur,27943,1352,26247,344
10297,27/12/2020,Manipur,27976,1301,26331,344
10298,28/12/2020,Manipur,28029,1277,26404,348
10299,29/12/2020,Manipur,28060,1234,26478,348
10300,30/12/2020,Manipur,28096,1222,26521,353
10301,31/12/2020,Manipur,28137,1182,26601,354
10302,03/01/2021,Manipur,28243,1104,26782,357
10303,04/01/2021,Manipur,28281,1108,26815,358
10304,05/01/2021,Manipur,28332,1109,26862,361
10305,06/01/2021,Manipur,28418,442,27613,363
10306,07/01/2021,Manipur,28484,479,27642,363
10307,08/01/2021,Manipur,28531,490,27677,364
10308,09/01/2021,Manipur,28579,480,27735,364
10309,10/01/2021,Manipur,28646,515,27766,365
10310,11/01/2021,Manipur,28660,490,27805,365
10311,12/01/2021,Manipur,28693,477,27851,365
10312,13/01/2021,Manipur,28725,481,27879,365
10313,14/01/2021,Manipur,28769,469,27935,365
10314,15/01/2021,Manipur,28787,446,27976,365
10315,16/01/2021,Manipur,28811,436,28010,365
10316,17/01/2021,Manipur,28835,380,28089,366
10317,18/01/2021,Manipur,28856,343,28147,366
10318,19/01/2021,Manipur,28867,296,28205,366
10319,20/01/2021,Manipur,28900,235,28298,367
10320,21/01/2021,Manipur,28919,244,28308,367
10321,22/01/2021,Manipur,28938,220,28351,367
10322,23/01/2021,Manipur,28953,197,28387,369
10323,24/01/2021,Manipur,28970,196,28405,369
10324,25/01/2021,Manipur,28986,201,28416,369
10325,27/01/2021,Manipur,29003,171,28463,369
10326,28/01/2021,Manipur,29007,161,28476,370
10327,29/01/2021,Manipur,29022,153,28499,370
10328,30/01/2021,Manipur,29037,142,28524,371
10329,31/01/2021,Manipur,29052,136,28545,371
10330,01/02/2021,Manipur,29068,144,28553,371
10331,02/02/2021,Manipur,29072,139,28562,371
10332,03/02/2021,Manipur,29077,138,28568,371
10333,04/02/2021,Manipur,29086,111,28603,372
10334,05/02/2021,Manipur,29099,113,28614,372
10335,06/02/2021,Manipur,29110,113,28625,372
10336,07/02/2021,Manipur,29117,109,28636,372
10337,08/02/2021,Manipur,29126,99,28654,373
10338,09/02/2021,Manipur,29130,85,28672,373
10339,10/02/2021,Manipur,29137,77,28687,373
10340,11/02/2021,Manipur,29148,49,28726,373
10341,12/02/2021,Manipur,29155,53,28729,373
10342,13/02/2021,Manipur,29166,56,28737,373
10343,14/02/2021,Manipur,29183,66,28744,373
10344,15/02/2021,Manipur,29196,75,28748,373
10345,16/02/2021,Manipur,29204,76,28755,373
10346,17/02/2021,Manipur,29213,83,28757,373
10347,18/02/2021,Manipur,29223,91,28759,373
10348,19/02/2021,Manipur,29225,83,28769,373
10349,20/02/2021,Manipur,29230,85,28772,373
10350,21/02/2021,Manipur,29233,84,28776,373
10351,22/02/2021,Manipur,29237,80,28784,373
10352,23/02/2021,Manipur,29240,49,28818,373
10353,24/02/2021,Manipur,29243,36,28834,373
10354,25/02/2021,Manipur,29250,41,28836,373
10355,26/02/2021,Manipur,29253,40,28840,373
10356,27/02/2021,Manipur,29260,37,28850,373
10357,01/03/2021,Manipur,29273,33,28867,373
10358,02/03/2021,Manipur,29274,30,28871,373
10359,03/03/2021,Manipur,29282,33,28876,373
10360,04/03/2021,Manipur,29283,32,28878,373
10361,06/03/2021,Manipur,29286,33,28880,373
10362,07/03/2021,Manipur,29288,31,28884,373
10363,08/03/2021,Manipur,29291,28,28890,373
10364,09/03/2021,Manipur,29296,29,28894,373
10365,10/03/2021,Manipur,29298,30,28895,373
10366,11/03/2021,Manipur,29305,35,28897,373
10367,13/03/2021,Manipur,29310,30,28907,373
10368,14/03/2021,Manipur,29311,27,28911,373
10369,15/03/2021,Manipur,29313,26,28914,373
10370,16/03/2021,Manipur,29313,24,28916,373
10371,17/03/2021,Manipur,29315,24,28918,373
10372,18/03/2021,Manipur,29323,28,28922,373
10373,19/03/2021,Manipur,29325,28,28924,373
10374,20/03/2021,Manipur,29326,24,28929,373
10375,21/03/2021,Manipur,29332,28,28931,373
10376,22/03/2021,Manipur,29335,29,28933,373
10377,23/03/2021,Manipur,29339,33,28933,373
10378,24/03/2021,Manipur,29352,44,28935,373
10379,25/03/2021,Manipur,29362,53,28935,374
10380,27/03/2021,Manipur,29373,60,28939,374
10381,28/03/2021,Manipur,29376,58,28944,374
10382,29/03/2021,Manipur,29385,63,28948,374
10383,30/03/2021,Manipur,29391,67,28950,374
10384,31/03/2021,Manipur,29393,67,28952,374
10385,01/04/2021,Manipur,29400,70,28956,374
10386,02/04/2021,Manipur,29401,64,28963,374
10387,03/04/2021,Manipur,29406,57,28975,374
10388,04/04/2021,Manipur,29415,60,28981,374
10389,05/04/2021,Manipur,29423,61,28988,374
10390,06/04/2021,Manipur,29428,57,28997,374
10391,07/04/2021,Manipur,29435,63,28998,374
10392,08/04/2021,Manipur,29447,75,28998,374
10393,09/04/2021,Manipur,29463,87,29001,375
10394,10/04/2021,Manipur,29475,91,29009,375
10395,11/04/2021,Manipur,29486,101,29010,375
10396,12/04/2021,Manipur,29496,107,29013,376
10397,13/04/2021,Manipur,29514,103,29035,376
10398,14/04/2021,Manipur,29540,118,29046,376
10399,15/04/2021,Manipur,29561,133,29052,376
10400,16/04/2021,Manipur,29579,141,29062,376
10401,17/04/2021,Manipur,29610,165,29069,376
10402,18/04/2021,Manipur,29649,190,29083,376
10403,19/04/2021,Manipur,29721,255,29090,376
10404,20/04/2021,Manipur,29775,296,29102,377
10405,21/04/2021,Manipur,29869,385,29106,378
10406,22/04/2021,Manipur,29961,453,29128,380
10407,23/04/2021,Manipur,30047,513,29153,381
10408,24/04/2021,Manipur,30151,590,29180,381
10409,25/04/2021,Manipur,30281,705,29193,383
10410,26/04/2021,Manipur,30421,805,29231,385
10411,27/04/2021,Manipur,30567,910,29267,390
10412,28/04/2021,Manipur,30742,1032,29317,393
10413,29/04/2021,Manipur,31001,1230,29376,395
10414,30/04/2021,Manipur,31315,1225,29690,400
10415,01/05/2021,Manipur,31586,1417,29764,405
10416,02/05/2021,Manipur,31905,1652,29843,410
10417,03/05/2021,Manipur,32161,1823,29923,415
10418,04/05/2021,Manipur,32523,2071,30030,422
10419,05/05/2021,Manipur,32956,2391,30141,424
10420,06/05/2021,Manipur,33353,2657,30262,434
10421,07/05/2021,Manipur,33733,2991,30295,447
10422,08/05/2021,Manipur,34333,3506,30378,449
10423,09/05/2021,Manipur,34775,3851,30463,461
10424,10/05/2021,Manipur,35354,4280,30598,476
10425,11/05/2021,Manipur,35778,4604,30685,489
10426,12/05/2021,Manipur,36370,4981,30880,509
10427,13/05/2021,Manipur,37036,5272,31238,526
10428,14/05/2021,Manipur,37036,5272,31238,526
10429,15/05/2021,Manipur,37596,5569,31491,536
10430,16/05/2021,Manipur,39052,6215,32275,562
10431,17/05/2021,Manipur,39729,6477,32674,578
10432,18/05/2021,Manipur,40059,6338,33129,592
10433,19/05/2021,Manipur,40683,6605,33466,612
10434,20/05/2021,Manipur,41265,6817,33813,635
10435,21/05/2021,Manipur,41909,6904,34359,646
10436,22/05/2021,Manipur,42565,6298,35606,661
10437,23/05/2021,Manipur,43322,6390,36258,674
10438,24/05/2021,Manipur,44089,6534,36867,688
